feedback_text,service_category,sentiment
"Every evening, I expected better performance because technical support explained issue clearly. the service experience feels smooth now.",Customer Support,Neutral
"Recently, I expected better performance because data pack activated instantly. this problem needs immediate attention.",Service Activation,Neutral
"Unfortunately, I am somewhat satisfied because application loads much faster now. thank you for solving the issue.",Mobile App Issues,Positive
"After recent update, I feel totally upset because support agent behaved professionally. this issue still continues every day.",Customer Support,Negative
"Recently, I appreciate the quick resolution because usage statistics are inaccurate. hoping this gets fixed permanently.",Mobile App Issues,Positive
Great experience with the Billing.,Billing & Payments,Positive
"Every evening, I am highly impressed because installation process completed quickly. expecting faster resolution from technical team.",Broadband Service,Positive
"Honestly, I am satisfied overall because priority support handled issue efficiently. customer support should improve further.",Customer Support,Positive
"Seriously, I expected better performance because SIM replacement completed successfully. this issue still continues every day.",Service Activation,Neutral
"Recently, I expected better performance because 5G signal disappears suddenly. this issue still continues every day.",Mobile Network,Neutral
